User,Average,std,zcr,centroid,rollof,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,label
AJ,2.0227900677127764e-05,0.06721199303865433,1320.0,0.4625350978598045,0.1927234246264708,-430.30975341796875,104.64209747314453,30.415891647338867,25.715293884277344,11.165491104125977,7.23178243637085,-3.590823173522949,0.9764232635498047,2.751373767852783,6.1730570793151855,-10.051645278930664,-4.69542932510376,5.060490608215332,-5.363430023193359,1.0
AJ,4.88213736389298e-05,0.056359242647886276,1256.0,0.4107879784593419,0.16549556213017746,-450.87750244140625,106.25482940673828,36.13147735595703,27.09319305419922,14.922295570373535,11.669085502624512,-1.2166457176208496,0.4614170789718628,2.207557201385498,7.216878890991211,-8.157559394836426,-2.634166717529297,5.055408000946045,-5.901113510131836,1.0
AJ,5.489647719514323e-06,0.057090409100055695,1222.0,0.439427540688614,0.21497769724003346,-440.7794189453125,106.61630249023438,32.21464157104492,24.73029327392578,10.01417350769043,9.661815643310547,-2.943040132522583,1.3808902502059937,1.9937715530395508,7.109362602233887,-11.5687837600708,-4.571431636810303,6.834860324859619,-6.842772483825684,1.0
AJ,-1.3634921742777806e-06,0.05324961617588997,1554.0,0.3039421072243323,0.319443180784278,-422.00885009765625,118.79523468017578,18.13053321838379,20.538942337036133,10.33010482788086,4.23162317276001,-10.314996719360352,-15.423224449157715,-11.510295867919922,4.331956386566162,-17.965539932250977,0.4773646593093872,0.8497231006622314,-10.006519317626953,1.0
AJ,3.977625965490006e-06,0.059588611125946045,1016.0,0.17772607774525614,0.2975700284173287,-380.9299011230469,137.6898193359375,18.42120361328125,21.46485710144043,9.279200553894043,5.909887790679932,-14.284293174743652,-24.348737716674805,-10.56063175201416,2.2576136589050293,-24.590312957763672,-0.20750802755355835,1.8238695859909058,-13.856261253356934,1.0
AJ,-2.7569524263526546e-06,0.05075244605541229,982.0,0.3331554899666661,0.3236256544502618,-413.5552673339844,130.96070861816406,13.690327644348145,27.9959716796875,16.8803653717041,10.45226001739502,-10.013994216918945,-18.57212257385254,-7.177497863769531,4.495847702026367,-17.667314529418945,-0.2731950581073761,0.5856817364692688,-11.248501777648926,1.0
AJ,-4.012192221125588e-06,0.0487852543592453,1246.0,0.4311222959417141,0.3249421153751416,-419.6258544921875,124.47564697265625,16.276226043701172,23.66124725341797,12.543383598327637,6.292694568634033,-11.723716735839844,-17.025251388549805,-6.576743125915527,2.9783167839050293,-18.756887435913086,-0.3241751194000244,-0.18791314959526062,-13.014725685119629,1.0
AJ,-2.2195849851414096e-06,0.05197291076183319,1246.0,0.24738756792853714,0.29714339058999256,-413.6715393066406,128.9573974609375,9.955551147460938,27.264625549316406,12.452678680419922,3.7820332050323486,-4.751102924346924,-18.80388641357422,-8.550228118896484,5.717310905456543,-20.69680404663086,0.8924302458763123,-1.2461836338043213,-9.793204307556152,1.0
AJ,-7.96756830823142e-06,0.04793897271156311,2022.0,0.10625752834970906,0.2911096256684492,-449.70721435546875,114.01850128173828,15.746917724609375,20.022254943847656,14.673041343688965,7.524453163146973,-2.936143636703491,-12.391853332519531,-5.476296424865723,2.7594614028930664,-15.019027709960938,2.8999722003936768,2.605372667312622,-7.278938293457031,1.0
AJ,-2.5848850782494992e-05,0.05809873715043068,1448.0,0.4472730861965071,0.40492596393490693,-411.2530517578125,121.50553894042969,14.685209274291992,25.409626007080078,11.947006225585938,6.613799571990967,-6.833056926727295,-17.2783260345459,-12.334972381591797,6.885598182678223,-17.733348846435547,-1.1007112264633179,2.8641185760498047,-11.690235137939453,1.0
AJ,1.0595037565508392e-05,0.06377235800027847,1658.0,0.48943604783609435,0.30666977611940294,-415.6656494140625,126.6525650024414,23.550914764404297,14.223053932189941,-3.466236114501953,-1.7186037302017212,-7.407960891723633,-6.388340950012207,1.0663999319076538,-0.7987424731254578,-13.21764087677002,-6.409392356872559,-0.34212610125541687,-6.340856075286865,1.0
AJ,-6.902419954712968e-06,0.04494856297969818,1027.0,0.46584937509417124,0.40729515050167214,-468.5231018066406,124.72283935546875,24.66820526123047,22.67186164855957,15.88986873626709,6.879753589630127,-5.293707370758057,-16.979883193969727,-9.053518295288086,0.5484002828598022,-11.832389831542969,-0.17788755893707275,2.1692519187927246,-13.494314193725586,1.0
AJ,-1.101994166674558e-05,0.06992997229099274,1496.0,0.48760765397333644,0.28771974739716677,-399.7437744140625,133.03475952148438,20.194347381591797,11.844379425048828,-7.811739921569824,0.015610122121870518,-8.634777069091797,-8.049481391906738,-1.1259859800338745,-3.0743954181671143,-13.357860565185547,-6.317987442016602,-0.8597323298454285,-4.22329044342041,1.0
AJ,9.060105185199063e-06,0.08478935807943344,1626.0,0.4151585591945681,0.25557580778790395,-393.40667724609375,128.79302978515625,27.18117904663086,13.69438362121582,-3.0610854625701904,-2.9678239822387695,-14.699464797973633,-7.319561004638672,-0.27467072010040283,0.6988498568534851,-14.665338516235352,-8.63350772857666,1.2428866624832153,-8.083183288574219,1.0
AJ,5.126907581143314e-06,0.05740708112716675,2126.0,0.48988738906465307,0.22327228327228327,-448.72393798828125,108.33168029785156,23.275238037109375,21.83539390563965,9.797442436218262,2.0355241298675537,-10.988485336303711,-6.4929070472717285,-4.282771587371826,0.6334171295166016,-10.22626781463623,-6.226696014404297,-1.7675538063049316,-4.122987270355225,1.0
AJ,-1.4418294540519128e-06,0.05652369186282158,1696.0,0.07482046752883025,0.23639761627701963,-434.8097229003906,119.39878845214844,18.288110733032227,23.357526779174805,7.605358123779297,0.2804102599620819,-14.361932754516602,-4.289975643157959,-4.642983913421631,-0.17511112987995148,-10.107595443725586,-5.430276393890381,-2.526721239089966,-4.396225452423096,1.0
AJ,3.4777112887240946e-06,0.058483418077230453,1944.0,0.06628289129084247,0.2272022425001491,-435.6767578125,110.1378402709961,22.57345199584961,19.999427795410156,9.041882514953613,0.47557199001312256,-13.997493743896484,-5.275233745574951,-3.646116256713867,-0.3552679419517517,-10.340591430664062,-7.040103912353516,-3.0185580253601074,-3.8436238765716553,1.0
Imposter2,0.0001776326826075092,0.06188732013106346,1826.0,0.30936482467748594,0.11411296127453333,-458.6424560546875,94.59034729003906,36.36285400390625,20.50832748413086,0.5948261618614197,-4.084710121154785,1.0863794088363647,0.7377027869224548,-5.794954299926758,2.3672542572021484,-7.673551559448242,-1.4524507522583008,-5.041372299194336,0.05908136069774628,0.0
Imposter2,0.000163883829372935,0.08411574363708496,2196.0,0.32831372577314444,0.14954118046901552,-424.02862548828125,91.75650787353516,32.99081802368164,22.158206939697266,6.289116382598877,-5.51806116104126,-0.7826871275901794,3.838569164276123,-0.4567119777202606,1.0318862199783325,-7.142588138580322,-2.594391345977783,-4.9389753341674805,2.838890552520752,0.0
Imposter2,8.086284651653841e-05,0.0696716383099556,2884.0,0.110011681479316,0.29987012987012984,-425.9194030761719,97.44518280029297,12.795744895935059,30.94212532043457,7.050979137420654,10.292202949523926,-1.512406349182129,4.354525566101074,1.0976063013076782,-9.85689640045166,-4.559329986572266,-4.373107433319092,-5.374582767486572,0.7347745299339294,0.0
Imposter2,6.839790876256302e-05,0.06640022993087769,3043.0,0.5226715085650829,0.40399490399490395,-424.28424072265625,101.80339050292969,9.36255168914795,34.870540618896484,6.234122276306152,6.869446754455566,4.504861831665039,0.5500372648239136,0.6269782185554504,-8.081327438354492,-5.046403408050537,-1.7289214134216309,-4.1795501708984375,-0.2541380822658539,0.0
Imposter2,5.578256150329253e-06,0.0716717317700386,2556.0,0.07442791608549175,0.37069559228650134,-420.2268371582031,109.8278579711914,7.620853424072266,34.98422622680664,6.7393951416015625,2.8713924884796143,0.7635640501976013,-2.6072990894317627,-0.3676522970199585,-6.923347473144531,-7.268189907073975,-4.894357681274414,-8.094937324523926,-0.05992196127772331,0.0
Imposter2,-8.421346137765795e-06,0.08169963210821152,1958.0,0.43545255968432867,0.33643449836560224,-407.5965270996094,109.6819839477539,2.0129244327545166,37.3521842956543,8.76768684387207,3.2941534519195557,1.4991192817687988,-1.1458992958068848,-2.140676498413086,-8.207967758178711,-7.080668926239014,-3.3927485942840576,-5.968789577484131,0.920995831489563,0.0
Imposter2,3.433559322729707e-05,0.08724456280469894,3034.0,0.45545144628267026,0.27614490772385514,-408.22247314453125,102.00779724121094,10.624582290649414,36.65085220336914,9.605043411254883,-1.2886265516281128,2.0903749465942383,-1.0153968334197998,-2.205484390258789,-6.4850263595581055,-9.305404663085938,-3.9749341011047363,-5.817642688751221,-2.408212184906006,0.0
Imposter2,0.00016595145280007273,0.08266346156597137,2270.0,0.07307005654413878,0.31101331101331103,-414.72540283203125,105.15653228759766,7.854065418243408,32.286109924316406,12.785255432128906,0.5179504752159119,4.73211145401001,2.126615047454834,-4.635334491729736,-5.730650424957275,-5.726247787475586,-3.144542932510376,-3.3197855949401855,-1.4710220098495483,0.0
Imposter2,0.00011980364070041105,0.09344436228275299,2746.0,0.4994545542224848,0.3657454881050041,-396.7748107910156,99.5779037475586,0.21420586109161377,29.758346557617188,18.227697372436523,0.18634377419948578,3.948195457458496,0.7265815138816833,-1.286957859992981,-2.479520320892334,-9.136476516723633,-2.8028337955474854,0.7117886543273926,-1.0197994709014893,0.0
Imposter2,0.00023065079585649073,0.10909529030323029,1606.0,0.4197602445615856,0.30420168067226894,-375.8461608886719,111.61773681640625,5.445305824279785,30.172006607055664,13.689144134521484,-2.961221218109131,4.069296836853027,3.0715153217315674,-5.292660236358643,-3.2193658351898193,-5.845376014709473,-5.78772497177124,-1.145219087600708,1.4106031656265259,0.0
Imposter2,7.137499051168561e-05,0.08458968997001648,1864.0,0.4099597920848098,0.25031310010854135,-417.3134460449219,107.0687484741211,9.472100257873535,28.24965476989746,16.406110763549805,-2.000460386276245,3.5181496143341064,5.8054938316345215,-5.778533935546875,-5.446054458618164,-5.000702857971191,-5.8871002197265625,-3.9010887145996094,-1.2402300834655762,0.0
Imposter2,7.104469113983214e-05,0.06582401692867279,1831.0,0.27180814384568247,0.09845431533098584,-456.969482421875,93.55299377441406,37.45888900756836,16.349807739257812,0.5275886654853821,-1.4353971481323242,0.7737950682640076,-0.7324042320251465,-4.751267433166504,2.199922561645508,-7.83787727355957,-1.3266760110855103,-6.937767505645752,2.108170986175537,0.0
Imposter2,3.314530476927757e-05,0.09601130336523056,2206.0,0.16094035531451686,0.372615039281706,-396.438720703125,121.35971069335938,5.580986976623535,28.215017318725586,16.726516723632812,-4.920833587646484,2.9704136848449707,4.595726013183594,-7.3584723472595215,-3.067896604537964,-2.380516290664673,-6.959580898284912,-1.2544695138931274,0.6053390502929688,0.0
Imposter2,7.988809375092387e-05,0.08814672380685806,1952.0,0.4607441604300576,0.2821540300186298,-425.01715087890625,109.13059997558594,5.451836585998535,26.099443435668945,17.61377716064453,-4.439177989959717,3.943373441696167,6.328525066375732,-9.133288383483887,-7.655840873718262,-5.875667572021484,-8.054706573486328,-5.293512344360352,-0.645641565322876,0.0
Imposter2,0.00011166382319061086,0.09085594862699509,1808.0,0.5057329320398838,0.33255718954248364,-423.9153747558594,113.25428771972656,10.130324363708496,26.91262435913086,17.339345932006836,-4.436338424682617,2.4158718585968018,7.795073986053467,-7.0582098960876465,-7.26043701171875,-3.4674856662750244,-6.583197593688965,-5.329119682312012,-0.5849882960319519,0.0
Imposter2,0.0002889593015424907,0.1104794517159462,1771.0,0.5879806710207295,0.37262337928560446,-399.3153076171875,108.4993667602539,4.527773857116699,22.974374771118164,17.253482818603516,-8.034378051757812,1.3565442562103271,5.60011100769043,-9.25250244140625,-7.571537971496582,-6.078571319580078,-6.483351230621338,-3.3610763549804688,-1.857495665550232,0.0
Imposter2,0.0002322283835383132,0.10575821995735168,1560.0,0.4370673584224649,0.2901275195392843,-412.6682434082031,105.87186431884766,8.098747253417969,23.07228660583496,20.67079734802246,-5.641801357269287,0.805663526058197,7.440597057342529,-8.92505168914795,-9.289555549621582,-3.5484042167663574,-6.060379505157471,-2.827530860900879,-1.6210368871688843,0.0
Imposter2,0.00032217215630225837,0.09605585783720016,1569.0,0.055651087554078854,0.2781922276197086,-409.2884826660156,98.42253875732422,14.506726264953613,22.818754196166992,18.20135498046875,-4.107887268066406,3.739788293838501,5.051219463348389,-8.359406471252441,-4.797913551330566,-2.180952310562134,-6.776651382446289,-2.391206979751587,-0.4996396005153656,0.0
Imposter2,0.00026374933077022433,0.10185479372739792,1436.0,0.46918453889331724,0.3308184509597937,-391.1370544433594,118.93921661376953,9.447709083557129,26.243762969970703,17.843902587890625,-12.189042091369629,-3.207259178161621,7.5038676261901855,-8.536563873291016,-8.160473823547363,-4.1838908195495605,-11.06214427947998,-4.4462571144104,0.3763793706893921,0.0
Imposter2,0.0002765872923191637,0.101409412920475,1691.0,0.3724762956394431,0.26718907987866525,-407.0634765625,93.41023254394531,12.666213035583496,21.556791305541992,17.817760467529297,-3.89837908744812,2.38704252243042,5.426926136016846,-7.096090793609619,-5.949204921722412,-4.320262908935547,-5.936479568481445,-1.5934897661209106,-0.5111229419708252,0.0
Imposter2,0.0003521412145346403,0.10001625120639801,1680.0,0.4149138029229933,0.24234914197739474,-410.7183837890625,92.20201873779297,15.177956581115723,22.66958236694336,18.534379959106445,-2.466435670852661,3.1165521144866943,5.555251598358154,-6.957762241363525,-6.089961051940918,-3.1036555767059326,-5.1311469078063965,-1.2758384943008423,-0.08250029385089874,0.0
Imposter2,0.00029856612673029304,0.09698456525802612,1646.0,0.4808577491477402,0.26930021579248686,-412.2460632324219,92.97691345214844,12.093934059143066,22.351245880126953,19.104782104492188,-4.88969087600708,1.1018904447555542,5.612734317779541,-6.980051517486572,-5.842774868011475,-3.29856538772583,-5.743853569030762,-1.505930781364441,-1.1110954284667969,0.0
Imposter2,0.0006364582804962993,0.10683120042085648,1700.0,0.2257231836005174,0.21245155038759692,-407.79400634765625,90.4614028930664,30.5237979888916,23.29697608947754,1.6746736764907837,-4.403807163238525,1.9421615600585938,1.219680666923523,-8.921049118041992,4.8379011154174805,-10.36042594909668,-0.09006247669458389,-6.67083740234375,1.769931435585022,0.0
Imposter2,0.00029989329050295055,0.09201491624116898,1621.0,0.40921047118880177,0.27791593133322634,-413.0333251953125,98.14472198486328,14.366522789001465,23.2796630859375,17.360078811645508,-5.080128192901611,1.0571390390396118,7.049864292144775,-6.639636516571045,-3.987583875656128,-2.3511788845062256,-7.943186283111572,-3.479156255722046,-0.3460614085197449,0.0
Imposter2,0.00044092186726629734,0.10282889753580093,1904.0,0.39595443300484867,0.2578061363019278,-410.4002685546875,96.3531723022461,25.015758514404297,26.750885009765625,20.616252899169922,1.8025928735733032,4.016420364379883,7.082221031188965,-5.021167278289795,-4.928580284118652,-2.2856271266937256,-5.913232326507568,-3.882885456085205,0.16100819408893585,0.0
Imposter2,0.0002920422120951116,0.0947006344795227,1972.0,0.3475464190643878,0.233248601931876,-428.29547119140625,94.70223999023438,17.511024475097656,23.6798038482666,19.354537963867188,-1.7241430282592773,0.4301510751247406,5.899655342102051,-4.8776702880859375,-5.817898273468018,-1.9926488399505615,-6.146603107452393,-4.100658893585205,-1.1513913869857788,0.0
Imposter2,0.00036306818947196007,0.1091889962553978,1750.0,0.4092177675287477,0.27947154471544716,-412.12579345703125,100.37703704833984,20.163070678710938,23.794498443603516,18.05084228515625,-2.4655473232269287,1.8630937337875366,5.775649547576904,-6.319103240966797,-7.01308536529541,-3.038780689239502,-5.377533912658691,-3.912627696990967,-1.3848997354507446,0.0
Imposter2,0.0003028596693184227,0.09055675566196442,2024.0,0.3664901210877167,0.24099920246097759,-435.6131286621094,88.32196044921875,24.13100814819336,25.695547103881836,19.235149383544922,2.1611621379852295,3.6057183742523193,6.982673645019531,-2.4991748332977295,-3.7424795627593994,-2.5758512020111084,-4.587087154388428,-2.090719699859619,-0.365295946598053,0.0
Imposter2,0.00035085773561149836,0.09503008425235748,1572.0,0.37623640079867293,0.30929824561403507,-403.14324951171875,106.736572265625,10.94445514678955,21.16854476928711,18.876388549804688,-4.698690891265869,0.8453195691108704,6.139350414276123,-8.5252046585083,-9.440043449401855,-3.473855495452881,-6.410937309265137,-4.582894325256348,-0.5482016801834106,0.0
Imposter2,9.089971717912704e-05,0.0630616620182991,2024.0,0.4397876118423942,0.2339700374531835,-459.96514892578125,97.0951919555664,16.77783966064453,21.66122055053711,18.912599563598633,-1.6410893201828003,3.2572860717773438,5.884558200836182,-6.837796211242676,-7.294841289520264,-3.893122911453247,-5.345922470092773,-2.7397797107696533,-0.7303162217140198,0.0
Imposter2,0.0002551758661866188,0.07331790775060654,1850.0,0.3335671632390227,0.22777096949891065,-442.5372314453125,93.73336029052734,16.626571655273438,22.043115615844727,16.749528884887695,-3.8337442874908447,2.1359927654266357,7.545568943023682,-6.564176559448242,-6.819930553436279,-2.8585824966430664,-6.74468469619751,-3.859931230545044,-0.9176411628723145,0.0
Imposter2,0.0001722700399113819,0.06933359801769257,1728.0,0.37670962294602556,0.2594347826086956,-445.92547607421875,95.40465545654297,18.168474197387695,20.103729248046875,16.919017791748047,-4.135692596435547,0.0819622054696083,6.710659503936768,-5.796090602874756,-6.949524402618408,-1.9379889965057373,-5.554963111877441,-5.392899990081787,-0.6836021542549133,0.0
Imposter2,0.0001484183594584465,0.06799034774303436,1674.0,0.43250440149143193,0.26367331855136733,-452.81658935546875,101.88610076904297,20.726856231689453,23.201261520385742,18.18450164794922,-3.465388536453247,1.713021159172058,5.454639434814453,-7.329212665557861,-7.288133144378662,-3.7667806148529053,-6.94325590133667,-4.923789024353027,-1.091004490852356,0.0
Imposter2,0.0003128686221316457,0.09260694682598114,2242.0,0.0922480971851884,0.17204066811909952,-403.7983703613281,87.57815551757812,35.922828674316406,23.29152488708496,4.722504138946533,-3.4101722240448,1.3157888650894165,0.8937997817993164,-6.52117919921875,3.391993761062622,-8.518231391906738,-0.5313855409622192,-5.887160301208496,0.28444012999534607,0.0
Imposter2,7.491466385545209e-05,0.05851529911160469,1580.0,0.4542142562837365,0.2665241322840376,-461.8504638671875,107.66548919677734,16.41832733154297,23.513391494750977,21.120969772338867,-2.686868667602539,0.8698810338973999,5.683885097503662,-6.2667365074157715,-5.755674839019775,-2.374196767807007,-5.473982334136963,-3.6090362071990967,-1.3481026887893677,0.0
Imposter2,0.00012487608182709664,0.09259708225727081,2102.0,0.27318849790019534,0.15118716010080913,-413.0698547363281,95.59796905517578,33.7964973449707,22.013595581054688,4.9771904945373535,-4.192591190338135,0.5198849439620972,-0.10072688013315201,-5.264192581176758,4.5128889083862305,-9.207643508911133,-1.3155730962753296,-7.371123313903809,1.9672598838806152,0.0
Imposter2,6.868552736705169e-05,0.08480861037969589,1592.0,0.06359193715683292,0.12429410866910864,-429.89501953125,93.610595703125,30.340763092041016,22.80498504638672,3.1826939582824707,-3.461890697479248,3.051112174987793,-0.7691218256950378,-10.604451179504395,1.5553268194198608,-7.928470134735107,-2.1173384189605713,-5.486775875091553,0.33821606636047363,0.0
Imposter2,9.279261576011777e-05,0.0895690843462944,1516.0,0.25818538028071375,0.11827185792349726,-420.52801513671875,97.22763061523438,39.94144821166992,19.493528366088867,0.30640918016433716,-2.296268939971924,2.310978412628174,-1.3333077430725098,-7.070988655090332,4.518774509429932,-10.176778793334961,-1.859643578529358,-8.967501640319824,0.15981793403625488,0.0
Imposter2,0.00021673300943803042,0.09572334587574005,1664.0,0.3357271528538719,0.1363882997089725,-430.2286682128906,88.01937103271484,35.00553894042969,21.565311431884766,0.9733989238739014,-0.5845388174057007,2.5054304599761963,-0.17674562335014343,-6.46467399597168,2.8807315826416016,-10.27147102355957,-1.1892828941345215,-4.736999988555908,-1.1459665298461914,0.0
